location_id,city,province,region
LOC07805,Tanjungpinang,Kalimantan Utara,JAWA TENGAH
LOC07806,Purwokerto,DKI Jakarta,Jawa Barat
LOC07807,Bitung,Banten,Bali
LOC07808,Tangerang,Sulawesi Barat,
LOC07809,Salatiga,Kepulauan Riau,Bali
LOC07810,Denpasar,Sumatera Utara,Jawa Barat
LOC07811,Manado,Papua,Bali
LOC07812,Purwokerto,Sulawesi Barat,jabodetabek
LOC07813,Bau-Bau,Kalimantan Tengah,Bali
LOC07814,Medan,Sumatera Barat,Bali
LOC07815,Bau-Bau,Kalimantan Timur,jabodetabek
LOC07816,Ternate,Sulawesi Tenggara,Jawa Barat
LOC07817,Bengkulu,Riau,jabodetabek
LOC07818,Salatiga,Kalimantan Timur,jabodetabek
LOC07819,Pekalongan,Bengkulu,
LOC07820,Tegal,Jawa Tengah,JAWA TENGAH
LOC07821,Dumai,Bali,
LOC07822,Sawahlunto,Nusa Tenggara Barat,
LOC07823,Kota Administrasi Jakarta Pusat,Sulawesi Utara,JAWA TENGAH
LOC07824,Pematangsiantar,DI Yogyakarta,Bali
LOC07825,Jayapura,Lampung,
LOC07826,Bandar Lampung,Aceh,jabodetabek
LOC07827,Bandung,Maluku Utara,Jawa Barat
LOC07828,Payakumbuh,Maluku Utara,JAWA TENGAH
LOC07829,Semarang,Sulawesi Barat,
LOC07830,Banjar,Bengkulu,jabodetabek
LOC07831,Purwokerto,Banten,Jawa Barat
LOC07832,Tidore Kepulauan,Kalimantan Barat,Bali
LOC07833,Cilegon,Kalimantan Tengah,Bali
LOC07834,Kendari,Sumatera Barat,
LOC07835,Medan,Sulawesi Tengah,jabodetabek
LOC07836,Bogor,Lampung,Bali
LOC07837,Pasuruan,Jawa Barat,
LOC07838,Sibolga,Gorontalo,
LOC07839,Banda Aceh,Maluku,
LOC07840,Palopo,Jawa Timur,JAWA TENGAH
LOC07841,Pangkalpinang,Jambi,JAWA TENGAH
LOC07842,Pematangsiantar,Sulawesi Selatan,jabodetabek
LOC07843,Tegal,Papua,jabodetabek
LOC07844,Padang Sidempuan,Jambi,JAWA TENGAH
LOC07845,Bima,Sulawesi Barat,jabodetabek
LOC07846,Yogyakarta,Kepulauan Riau,jabodetabek
LOC07847,Jambi,Kepulauan Riau,Bali
LOC07848,Pekanbaru,Jawa Barat,Jawa Barat
LOC07849,Samarinda,Jawa Tengah,Bali
LOC07850,Padang Sidempuan,Nusa Tenggara Barat,
LOC07851,Pagaralam,Sumatera Selatan,
LOC07852,Banjarbaru,Kalimantan Utara,Bali
LOC07853,Sibolga,Sulawesi Tenggara,jabodetabek
LOC07854,Solok,Sumatera Selatan,jabodetabek
LOC07855,Cilegon,Jawa Timur,Bali
LOC07856,Binjai,Jawa Timur,Jawa Barat
LOC07857,Pontianak,Gorontalo,jabodetabek
LOC07858,Pagaralam,Nusa Tenggara Barat,Bali
LOC07859,Pagaralam,Maluku Utara,Jawa Barat
LOC07860,Purwokerto,Nusa Tenggara Timur,JAWA TENGAH
LOC07861,Gorontalo,Sulawesi Barat,JAWA TENGAH
LOC07862,Pariaman,Sulawesi Selatan,Bali
LOC07863,Samarinda,Bali,JAWA TENGAH
LOC07864,Malang,Jawa Barat,jabodetabek
LOC07865,Sabang,Kepulauan Riau,Jawa Barat
LOC07866,Bau-Bau,Jawa Barat,JAWA TENGAH
LOC07867,Surakarta,Sulawesi Selatan,Jawa Barat
LOC07868,Parepare,Banten,Jawa Barat
LOC07869,Surabaya,Sulawesi Selatan,Jawa Barat
LOC07870,Ternate,Kalimantan Barat,Bali
LOC07871,Padangpanjang,Papua Barat,Bali
LOC07872,Tegal,Kalimantan Tengah,
LOC07873,Tomohon,Banten,jabodetabek
LOC07874,Langsa,Lampung,jabodetabek
LOC07875,Batu,Sulawesi Selatan,JAWA TENGAH
LOC07876,Bau-Bau,Banten,Jawa Barat
LOC07877,Semarang,Nusa Tenggara Timur,Jawa Barat
LOC07878,Balikpapan,Maluku Utara,Bali
LOC07879,Padang Sidempuan,DI Yogyakarta,JAWA TENGAH
LOC07880,Manado,Gorontalo,Jawa Barat
LOC07881,Pangkalpinang,Bali,
LOC07882,Bitung,DI Yogyakarta,Bali
LOC07883,Yogyakarta,Kalimantan Selatan,Jawa Barat
LOC07884,Banjar,Nusa Tenggara Timur,
LOC07885,Lhokseumawe,Maluku,Bali
LOC07886,Padangpanjang,Papua Barat,
LOC07887,Bandar Lampung,Sulawesi Selatan,
LOC07888,Malang,Papua Barat,Jawa Barat
LOC07889,Parepare,Papua,Jawa Barat
LOC07890,Kota Administrasi Jakarta Timur,Kalimantan Selatan,Jawa Barat
LOC07891,Bengkulu,Bengkulu,Jawa Barat
LOC07892,Malang,Riau,
LOC07893,Bengkulu,Riau,jabodetabek
LOC07894,Depok,Papua Barat,Jawa Barat
LOC07895,Tebingtinggi,Papua Barat,Jawa Barat
LOC07896,Kota Administrasi Jakarta Selatan,Banten,
LOC07897,Bekasi,Kepulauan Bangka Belitung,JAWA TENGAH
LOC07898,Tidore Kepulauan,Papua Barat,Bali
LOC07899,Batam,Aceh,Jawa Barat
LOC07900,Pangkalpinang,Lampung,
LOC07901,Sabang,Kalimantan Barat,Bali
LOC07902,Surakarta,Kalimantan Utara,
LOC07903,Bontang,Maluku,jabodetabek
LOC07904,Padang,Sulawesi Selatan,Bali
LOC07905,Palembang,Nusa Tenggara Barat,jabodetabek
LOC07906,Batam,Banten,Bali
LOC07907,Makassar,Kalimantan Utara,JAWA TENGAH
LOC07908,Tangerang,Sulawesi Selatan,JAWA TENGAH
LOC07909,Kota Administrasi Jakarta Timur,Sumatera Barat,Bali
LOC07910,Tarakan,Jawa Tengah,JAWA TENGAH
LOC07911,Sawahlunto,Kepulauan Riau,jabodetabek
LOC07912,Tual,Papua Barat,
LOC07913,Palu,Papua,jabodetabek
LOC07914,Samarinda,Sumatera Utara,Jawa Barat
LOC07915,Tebingtinggi,Riau,
LOC07916,Denpasar,Nusa Tenggara Timur,Jawa Barat
LOC07917,Probolinggo,Riau,JAWA TENGAH
LOC07918,Makassar,DKI Jakarta,jabodetabek
LOC07919,Palu,Kalimantan Timur,
LOC07920,Banjarbaru,Papua,jabodetabek
LOC07921,Pekalongan,Lampung,Jawa Barat
LOC07922,Meulaboh,DI Yogyakarta,JAWA TENGAH
LOC07923,Kediri,Banten,jabodetabek
LOC07924,Mataram,Lampung,Bali
LOC07925,Madiun,Bengkulu,jabodetabek
LOC07926,Depok,Kalimantan Barat,jabodetabek
LOC07927,Bandung,Sulawesi Barat,
LOC07928,Blitar,Sumatera Utara,Jawa Barat
LOC07929,Medan,Maluku Utara,Bali
LOC07930,Gorontalo,Bengkulu,
LOC07931,Jambi,Papua Barat,Bali
LOC07932,Batu,Kepulauan Bangka Belitung,Jawa Barat
LOC07933,Salatiga,Sulawesi Selatan,
LOC07934,Serang,Riau,
LOC07935,Padang Sidempuan,Jawa Timur,JAWA TENGAH
LOC07936,Makassar,Kalimantan Selatan,Bali
LOC07937,Surakarta,Sulawesi Utara,
LOC07938,Kota Administrasi Jakarta Timur,Kepulauan Bangka Belitung,JAWA TENGAH
LOC07939,Pangkalpinang,Kalimantan Utara,JAWA TENGAH
LOC07940,Ternate,Kalimantan Utara,Jawa Barat
LOC07941,Bengkulu,Kepulauan Riau,Bali
LOC07942,Semarang,Gorontalo,jabodetabek
LOC07943,Sorong,Nusa Tenggara Timur,Jawa Barat
LOC07944,Bau-Bau,Banten,
LOC07945,Samarinda,Nusa Tenggara Timur,JAWA TENGAH
LOC07946,Padangpanjang,Sumatera Barat,jabodetabek
LOC07947,Langsa,Kalimantan Utara,JAWA TENGAH
LOC07948,Palangkaraya,Aceh,Bali
LOC07949,Ambon,Riau,Jawa Barat
LOC07950,Batam,Nusa Tenggara Timur,Bali
LOC07951,Bau-Bau,Sulawesi Tengah,Jawa Barat
LOC07952,Bitung,Jawa Tengah,Bali
LOC07953,Jayapura,Jawa Tengah,Bali
LOC07954,Binjai,Sulawesi Barat,jabodetabek
LOC07955,Padang Sidempuan,Nusa Tenggara Barat,JAWA TENGAH
LOC07956,Solok,Maluku Utara,JAWA TENGAH
LOC07957,Bontang,Sulawesi Selatan,JAWA TENGAH
LOC07958,Probolinggo,Jawa Tengah,Bali
LOC07959,Surabaya,Sulawesi Tenggara,Jawa Barat
LOC07960,Kota Administrasi Jakarta Barat,Aceh,jabodetabek
LOC07961,Bandung,Sulawesi Selatan,jabodetabek
LOC07962,Lubuklinggau,Jawa Tengah,JAWA TENGAH
LOC07963,Palangkaraya,Maluku,jabodetabek
LOC07964,Mataram,Nusa Tenggara Timur,JAWA TENGAH
LOC07965,Yogyakarta,Sulawesi Utara,
LOC07966,Sabang,Kalimantan Barat,jabodetabek
LOC07967,Padang,Kalimantan Selatan,Bali
LOC07968,Tanjungbalai,Nusa Tenggara Timur,
LOC07969,Kota Administrasi Jakarta Barat,Lampung,JAWA TENGAH
LOC07970,Madiun,Jawa Tengah,
LOC07971,Tangerang,Kalimantan Tengah,Bali
LOC07972,Tasikmalaya,Sumatera Barat,
LOC07973,Palangkaraya,Aceh,jabodetabek
LOC07974,Solok,Kalimantan Barat,JAWA TENGAH
LOC07975,Kendari,Nusa Tenggara Timur,Jawa Barat
LOC07976,Serang,Sumatera Utara,Jawa Barat
LOC07977,Mataram,Gorontalo,JAWA TENGAH
LOC07978,Pagaralam,Papua Barat,jabodetabek
LOC07979,Lhokseumawe,Maluku,jabodetabek
LOC07980,Surakarta,Kalimantan Barat,jabodetabek
LOC07981,Salatiga,Papua,jabodetabek
LOC07982,Tarakan,Nusa Tenggara Timur,Bali
LOC07983,Kotamobagu,Jawa Tengah,jabodetabek
LOC07984,Banjarmasin,Papua,Bali
LOC07985,Sungai Penuh,Aceh,JAWA TENGAH
LOC07986,Tebingtinggi,Sulawesi Tenggara,Bali
LOC07987,Blitar,Kalimantan Barat,jabodetabek
LOC07988,Banjar,Jawa Timur,
LOC07989,Binjai,Kepulauan Bangka Belitung,Jawa Barat
LOC07990,Tanjungbalai,Gorontalo,
LOC07991,Sukabumi,Kalimantan Tengah,jabodetabek
LOC07992,Medan,DKI Jakarta,jabodetabek
LOC07993,Surakarta,Gorontalo,jabodetabek
LOC07994,Metro,Jawa Timur,Jawa Barat
LOC07995,Singkawang,Papua Barat,
LOC07996,Sungai Penuh,Aceh,Bali
LOC07997,Tanjungpinang,Sumatera Selatan,
LOC07998,Tasikmalaya,Sulawesi Barat,Bali
LOC07999,Langsa,Aceh,JAWA TENGAH
LOC08000,Payakumbuh,Sumatera Selatan,
LOC08001,Parepare,Riau,jabodetabek
LOC08002,Banjarmasin,Jawa Tengah,Jawa Barat
LOC08003,Padangpanjang,Riau,Bali
LOC08004,Bima,Maluku,JAWA TENGAH
LOC08005,Pekanbaru,Sulawesi Utara,JAWA TENGAH
LOC08006,Batu,Papua Barat,Bali
LOC08007,Dumai,Bengkulu,Bali
LOC08008,Salatiga,Kalimantan Selatan,Bali
LOC08009,Lubuklinggau,Kalimantan Barat,JAWA TENGAH
LOC08010,Banjarmasin,DI Yogyakarta,Bali
LOC08011,Kota Administrasi Jakarta Pusat,Jawa Tengah,Jawa Barat
LOC08012,Surabaya,Sumatera Barat,
LOC08013,Serang,Sumatera Barat,jabodetabek
LOC08014,Kota Administrasi Jakarta Timur,DKI Jakarta,JAWA TENGAH
LOC08015,Kota Administrasi Jakarta Timur,DI Yogyakarta,Bali
LOC08016,Depok,Jambi,jabodetabek
LOC08017,Tanjungbalai,Nusa Tenggara Barat,JAWA TENGAH
LOC08018,Ambon,Kepulauan Bangka Belitung,
LOC08019,Dumai,Bali,Bali
LOC08020,Tebingtinggi,Kalimantan Timur,Jawa Barat
LOC08021,Tegal,Kalimantan Timur,
LOC08022,Ternate,Sulawesi Barat,
LOC08023,Tomohon,Papua Barat,
LOC08024,Bitung,Kalimantan Timur,jabodetabek
LOC08025,Cimahi,Kepulauan Bangka Belitung,
LOC08026,Bukittinggi,Sumatera Selatan,jabodetabek
LOC08027,Tebingtinggi,Riau,Jawa Barat
LOC08028,Kotamobagu,Kepulauan Riau,Jawa Barat
LOC08029,Jayapura,Jawa Barat,jabodetabek
LOC08030,Palu,Sumatera Barat,JAWA TENGAH
LOC08031,Yogyakarta,DI Yogyakarta,JAWA TENGAH
LOC08032,Lubuklinggau,Banten,jabodetabek
LOC08033,Tasikmalaya,Jambi,
LOC08034,Pariaman,Jawa Tengah,Jawa Barat
LOC08035,Bandar Lampung,Papua,
LOC08036,Pagaralam,Kalimantan Selatan,jabodetabek
LOC08037,Langsa,Jambi,JAWA TENGAH
LOC08038,Semarang,Nusa Tenggara Barat,
LOC08039,Kota Administrasi Jakarta Utara,Kepulauan Bangka Belitung,jabodetabek
LOC08040,Bekasi,Sumatera Selatan,Bali
LOC08041,Samarinda,Kalimantan Tengah,Bali
LOC08042,Pangkalpinang,Jawa Tengah,JAWA TENGAH
LOC08043,Tidore Kepulauan,Jawa Timur,
LOC08044,Solok,Papua,Jawa Barat
LOC08045,Gorontalo,Sumatera Barat,
LOC08046,Prabumulih,Gorontalo,JAWA TENGAH
LOC08047,Banjarbaru,Sulawesi Tengah,Bali
LOC08048,Sibolga,Nusa Tenggara Timur,Jawa Barat
LOC08049,Tebingtinggi,Sumatera Utara,Bali
LOC08050,Madiun,Papua Barat,Jawa Barat
LOC08051,Payakumbuh,Riau,
LOC08052,Kupang,Sumatera Selatan,
LOC08053,Kupang,Sulawesi Tengah,JAWA TENGAH
LOC08054,Kotamobagu,Sulawesi Utara,Jawa Barat
LOC08055,Padang,Kalimantan Tengah,
LOC08056,Batam,Aceh,Jawa Barat
LOC08057,Tebingtinggi,Sulawesi Tengah,Bali
LOC08058,Ambon,Lampung,Bali
LOC08059,Tegal,Papua,Bali
LOC08060,Bengkulu,Bali,Jawa Barat
LOC08061,Kendari,Sulawesi Tengah,jabodetabek
LOC08062,Kotamobagu,Sulawesi Utara,JAWA TENGAH
LOC08063,Bogor,Jawa Timur,Jawa Barat
LOC08064,Medan,DKI Jakarta,Jawa Barat
LOC08065,Depok,Sulawesi Utara,Jawa Barat
LOC08066,Kupang,Sulawesi Tengah,JAWA TENGAH
LOC08067,Makassar,Kalimantan Selatan,jabodetabek
LOC08068,Binjai,Jawa Barat,jabodetabek
LOC08069,Subulussalam,Kepulauan Riau,Bali
LOC08070,Kota Administrasi Jakarta Selatan,Bengkulu,JAWA TENGAH
LOC08071,Gorontalo,Kalimantan Selatan,Jawa Barat
LOC08072,Surakarta,Jawa Barat,jabodetabek
LOC08073,Bandung,Sumatera Utara,Jawa Barat
LOC08074,Padangpanjang,Kalimantan Barat,jabodetabek
LOC08075,Meulaboh,Kepulauan Riau,JAWA TENGAH
LOC08076,Binjai,Jawa Tengah,Jawa Barat
LOC08077,Padang Sidempuan,Banten,Jawa Barat
LOC08078,Banjar,Kepulauan Bangka Belitung,Jawa Barat
LOC08079,Singkawang,Sulawesi Tenggara,
LOC08080,Sabang,Nusa Tenggara Barat,Jawa Barat
LOC08081,Tomohon,Sulawesi Tengah,Bali
LOC08082,Surabaya,Lampung,jabodetabek
LOC08083,Cimahi,Lampung,jabodetabek
LOC08084,Serang,Jawa Timur,jabodetabek
LOC08085,Metro,Kalimantan Barat,Jawa Barat
LOC08086,Bandar Lampung,Bengkulu,Bali
LOC08087,Sabang,Nusa Tenggara Timur,jabodetabek
LOC08088,Padang,Jawa Tengah,jabodetabek
LOC08089,Probolinggo,Sulawesi Utara,Jawa Barat
LOC08090,Serang,Kepulauan Riau,Jawa Barat
LOC08091,Bekasi,Maluku,
LOC08092,Banjarmasin,Maluku Utara,Jawa Barat
LOC08093,Kota Administrasi Jakarta Timur,DI Yogyakarta,Jawa Barat
LOC08094,Mojokerto,Kalimantan Barat,Bali
LOC08095,Ternate,Nusa Tenggara Timur,Bali
LOC08096,Tasikmalaya,Lampung,Bali
LOC08097,Kota Administrasi Jakarta Timur,Jambi,
LOC08098,Palangkaraya,Banten,jabodetabek
LOC08099,Tebingtinggi,DKI Jakarta,Bali
LOC08100,Mojokerto,Papua,JAWA TENGAH
LOC08101,Palu,Banten,JAWA TENGAH
LOC08102,Cirebon,Kalimantan Barat,JAWA TENGAH
LOC08103,Bitung,Bali,Jawa Barat
LOC08104,Sungai Penuh,Jawa Barat,jabodetabek
LOC08105,Gorontalo,Lampung,JAWA TENGAH
LOC08106,Sukabumi,Lampung,Jawa Barat
LOC08107,Langsa,Sulawesi Utara,Bali
LOC08108,Tebingtinggi,Nusa Tenggara Timur,JAWA TENGAH
LOC08109,Bau-Bau,Kalimantan Selatan,jabodetabek
LOC08110,Kota Administrasi Jakarta Pusat,Bengkulu,
LOC08111,Pekanbaru,Sumatera Barat,
LOC08112,Batam,Jambi,
LOC08113,Padang,Kepulauan Riau,Jawa Barat
LOC08114,Purwokerto,Papua Barat,JAWA TENGAH
LOC08115,Tomohon,Bengkulu,Jawa Barat
LOC08116,Palangkaraya,Nusa Tenggara Timur,
LOC08117,Samarinda,Jawa Barat,
LOC08118,Pasuruan,DKI Jakarta,jabodetabek
LOC08119,Banjarmasin,Sulawesi Barat,Bali
LOC08120,Malang,Gorontalo,
LOC08121,Cilegon,Lampung,JAWA TENGAH
LOC08122,Tangerang Selatan,Papua,jabodetabek
LOC08123,Palangkaraya,Nusa Tenggara Timur,
LOC08124,Payakumbuh,DI Yogyakarta,Bali
LOC08125,Kota Administrasi Jakarta Barat,Gorontalo,Jawa Barat
LOC08126,Bau-Bau,Kalimantan Selatan,JAWA TENGAH
LOC08127,Palembang,Gorontalo,Jawa Barat
LOC08128,Blitar,Gorontalo,jabodetabek
LOC08129,Subulussalam,Nusa Tenggara Barat,Bali
LOC08130,Pontianak,Kalimantan Selatan,JAWA TENGAH
LOC08131,Bandar Lampung,Kalimantan Utara,
LOC08132,Balikpapan,Kalimantan Tengah,jabodetabek
LOC08133,Sawahlunto,DKI Jakarta,
LOC08134,Purwokerto,Banten,Bali
LOC08135,Blitar,DI Yogyakarta,
LOC08136,Kediri,Sumatera Barat,Bali
LOC08137,Cirebon,DKI Jakarta,jabodetabek
LOC08138,Jayapura,Sulawesi Tenggara,Jawa Barat
LOC08139,Tebingtinggi,Aceh,Bali
LOC08140,Tarakan,Banten,
LOC08141,Sungai Penuh,Jawa Timur,jabodetabek
LOC08142,Sorong,Banten,Bali
LOC08143,Meulaboh,Jawa Tengah,Jawa Barat
LOC08144,Magelang,Sulawesi Barat,Jawa Barat
LOC08145,Lhokseumawe,Kalimantan Timur,JAWA TENGAH
LOC08146,Batu,Nusa Tenggara Barat,JAWA TENGAH
LOC08147,Dumai,Jawa Barat,jabodetabek
LOC08148,Batam,Jawa Timur,Bali
LOC08149,Prabumulih,DKI Jakarta,Jawa Barat
LOC08150,Sabang,Papua,JAWA TENGAH
LOC08151,Purwokerto,DI Yogyakarta,
LOC08152,Kota Administrasi Jakarta Barat,Nusa Tenggara Barat,JAWA TENGAH
LOC08153,Batam,Sumatera Barat,Bali
LOC08154,Mataram,Maluku Utara,JAWA TENGAH
LOC08155,Palembang,Kepulauan Riau,Jawa Barat
LOC08156,Bengkulu,Riau,JAWA TENGAH
LOC08157,Serang,Sulawesi Tenggara,jabodetabek
LOC08158,Tomohon,Sumatera Barat,JAWA TENGAH
LOC08159,Dumai,Kepulauan Bangka Belitung,JAWA TENGAH
LOC08160,Dumai,Bengkulu,jabodetabek
LOC08161,Bitung,Bengkulu,jabodetabek
LOC08162,Banjar,Papua Barat,Jawa Barat
LOC08163,Bau-Bau,Jawa Tengah,Bali
LOC08164,Bengkulu,Bengkulu,
LOC08165,Sukabumi,Sulawesi Utara,JAWA TENGAH
LOC08166,Batu,Jambi,Bali
LOC08167,Cirebon,Nusa Tenggara Barat,
LOC08168,Tangerang Selatan,DI Yogyakarta,JAWA TENGAH
LOC08169,Madiun,Papua Barat,jabodetabek
LOC08170,Tarakan,Papua,JAWA TENGAH
LOC08171,Tangerang Selatan,DKI Jakarta,Bali
LOC08172,Sungai Penuh,Kalimantan Barat,JAWA TENGAH
LOC08173,Tangerang Selatan,Jawa Tengah,Bali
LOC08174,Cirebon,Sulawesi Tengah,Bali
LOC08175,Pematangsiantar,Sulawesi Utara,jabodetabek
LOC08176,Depok,Maluku Utara,Jawa Barat
LOC08177,Ternate,Aceh,JAWA TENGAH
LOC08178,Yogyakarta,Kalimantan Timur,Jawa Barat
LOC08179,Makassar,Lampung,jabodetabek
LOC08180,Pagaralam,Sulawesi Barat,
LOC08181,Tomohon,Jawa Barat,
LOC08182,Palu,Sumatera Barat,
LOC08183,Banjarmasin,Nusa Tenggara Barat,Jawa Barat
LOC08184,Binjai,Kepulauan Bangka Belitung,
LOC08185,Jambi,Papua,Jawa Barat
LOC08186,Surakarta,Aceh,Jawa Barat
LOC08187,Solok,Jambi,JAWA TENGAH
LOC08188,Tidore Kepulauan,Sumatera Barat,jabodetabek
LOC08189,Tomohon,Kalimantan Selatan,
LOC08190,Tarakan,Banten,Bali
LOC08191,Yogyakarta,Nusa Tenggara Timur,JAWA TENGAH
LOC08192,Padang Sidempuan,Lampung,Jawa Barat
LOC08193,Cimahi,DKI Jakarta,Jawa Barat
LOC08194,Banjarmasin,DI Yogyakarta,Jawa Barat
LOC08195,Yogyakarta,Maluku Utara,Jawa Barat
LOC08196,Medan,Jambi,Bali
LOC08197,Banjarmasin,Kalimantan Barat,
LOC08198,Batu,Kalimantan Selatan,Bali
LOC08199,Banda Aceh,Papua,Bali
LOC08200,Serang,Kalimantan Barat,jabodetabek
LOC08201,Samarinda,Kalimantan Selatan,JAWA TENGAH
LOC08202,Singkawang,Sulawesi Selatan,Bali
LOC08203,Tanjungbalai,Papua,Bali
LOC08204,Pontianak,Nusa Tenggara Timur,Bali
LOC08205,Banjarmasin,DKI Jakarta,JAWA TENGAH
LOC08206,Tual,Papua Barat,JAWA TENGAH
LOC08207,Langsa,Sulawesi Tengah,Jawa Barat
LOC08208,Cimahi,Maluku,Jawa Barat
LOC08209,Sukabumi,Sumatera Utara,jabodetabek
LOC08210,Makassar,Kalimantan Selatan,
LOC08211,Pematangsiantar,Papua Barat,Bali
LOC08212,Sabang,Kepulauan Bangka Belitung,Jawa Barat
LOC08213,Surakarta,Bengkulu,Bali
LOC08214,Lhokseumawe,Sumatera Utara,Bali
LOC08215,Meulaboh,Maluku Utara,Jawa Barat
LOC08216,Manado,Kalimantan Tengah,
LOC08217,Cilegon,Sumatera Utara,
LOC08218,Pematangsiantar,Papua,Bali
LOC08219,Padang Sidempuan,Sumatera Utara,
LOC08220,Jambi,Kalimantan Tengah,Bali
LOC08221,Lubuklinggau,Nusa Tenggara Barat,
LOC08222,Sibolga,Maluku Utara,Jawa Barat
LOC08223,Palopo,Bengkulu,Bali
LOC08224,Banda Aceh,Aceh,JAWA TENGAH
LOC08225,Kupang,Kalimantan Barat,
LOC08226,Depok,Kepulauan Riau,Bali
LOC08227,Palangkaraya,Papua Barat,JAWA TENGAH
LOC08228,Sibolga,Papua,Jawa Barat
LOC08229,Purwokerto,Jawa Timur,
LOC08230,Padang,Kepulauan Riau,
LOC08231,Dumai,Aceh,JAWA TENGAH
LOC08232,Binjai,DKI Jakarta,
LOC08233,Jayapura,Gorontalo,Bali
LOC08234,Probolinggo,Sulawesi Selatan,Jawa Barat
LOC08235,Palangkaraya,Jawa Tengah,Jawa Barat
LOC08236,Sukabumi,Kepulauan Riau,jabodetabek
LOC08237,Kota Administrasi Jakarta Utara,Nusa Tenggara Timur,Bali
LOC08238,Tanjungbalai,Maluku Utara,
LOC08239,Pontianak,DI Yogyakarta,jabodetabek
LOC08240,Padangpanjang,Kalimantan Timur,Bali
LOC08241,Parepare,Kalimantan Tengah,JAWA TENGAH
LOC08242,Batam,Bali,Jawa Barat
LOC08243,Bandar Lampung,Kalimantan Selatan,jabodetabek
LOC08244,Pekalongan,Sulawesi Tengah,jabodetabek
LOC08245,Dumai,Papua,
LOC08246,Semarang,DKI Jakarta,JAWA TENGAH
LOC08247,Pariaman,Jawa Tengah,jabodetabek
LOC08248,Manado,Sulawesi Selatan,
LOC08249,Kota Administrasi Jakarta Pusat,Aceh,Bali
LOC08250,Banjarbaru,Jawa Barat,JAWA TENGAH
LOC08251,Medan,Kalimantan Utara,jabodetabek
LOC08252,Cimahi,Sumatera Selatan,JAWA TENGAH
LOC08253,Sibolga,Nusa Tenggara Timur,Jawa Barat
LOC08254,Tasikmalaya,Kalimantan Tengah,JAWA TENGAH
LOC08255,Pagaralam,Sumatera Barat,jabodetabek
LOC08256,Kendari,Jawa Barat,jabodetabek
LOC08257,Purwokerto,Sumatera Barat,
LOC08258,Banjarbaru,Kalimantan Selatan,jabodetabek
LOC08259,Ambon,Jambi,jabodetabek
LOC08260,Kediri,Bali,Bali
LOC08261,Bima,Sumatera Utara,
LOC08262,Bau-Bau,Nusa Tenggara Timur,Jawa Barat
LOC08263,Serang,Jawa Tengah,Jawa Barat
LOC08264,Tual,Nusa Tenggara Timur,JAWA TENGAH
LOC08265,Pontianak,DI Yogyakarta,JAWA TENGAH
LOC08266,Medan,Kalimantan Selatan,
LOC08267,Magelang,Bali,Bali
LOC08268,Pariaman,Nusa Tenggara Barat,Jawa Barat
LOC08269,Padangpanjang,Jawa Timur,jabodetabek
LOC08270,Sungai Penuh,Jawa Barat,JAWA TENGAH
LOC08271,Tarakan,Gorontalo,Jawa Barat
LOC08272,Sawahlunto,Kalimantan Timur,
LOC08273,Cirebon,Sulawesi Tenggara,JAWA TENGAH
LOC08274,Sabang,Nusa Tenggara Barat,Bali
LOC08275,Tomohon,Kepulauan Bangka Belitung,
LOC08276,Probolinggo,Kalimantan Utara,Bali
LOC08277,Denpasar,Maluku,Jawa Barat
LOC08278,Cirebon,Jawa Timur,JAWA TENGAH
LOC08279,Binjai,Sulawesi Tenggara,Jawa Barat
LOC08280,Serang,Jambi,
LOC08281,Tarakan,Lampung,
LOC08282,Gorontalo,Nusa Tenggara Timur,Jawa Barat
LOC08283,Pangkalpinang,Sumatera Barat,Bali
LOC08284,Kupang,Jambi,JAWA TENGAH
LOC08285,Banjarmasin,Papua Barat,Bali
LOC08286,Kota Administrasi Jakarta Timur,Kepulauan Riau,Bali
LOC08287,Tanjungbalai,Kepulauan Riau,
LOC08288,Lubuklinggau,Jawa Tengah,JAWA TENGAH
LOC08289,Singkawang,Kepulauan Bangka Belitung,Bali
LOC08290,Probolinggo,Sumatera Selatan,Bali
LOC08291,Sungai Penuh,Sulawesi Tenggara,Bali
LOC08292,Kediri,Kalimantan Selatan,jabodetabek
LOC08293,Serang,Papua,Jawa Barat
LOC08294,Mojokerto,DI Yogyakarta,
LOC08295,Batu,Jawa Barat,jabodetabek
LOC08296,Bima,Aceh,Bali
LOC08297,Pariaman,Papua Barat,Jawa Barat
LOC08298,Metro,Kepulauan Bangka Belitung,
LOC08299,Lubuklinggau,Maluku,Bali
LOC08300,Tangerang Selatan,Jambi,JAWA TENGAH
LOC08301,Parepare,Kalimantan Selatan,Bali
LOC08302,Pasuruan,Kalimantan Timur,Jawa Barat
LOC08303,Balikpapan,Kalimantan Barat,Jawa Barat
LOC08304,Banjar,Sumatera Selatan,Bali
LOC08305,Bandung,Sulawesi Tenggara,
LOC08306,Tasikmalaya,Sulawesi Tenggara,Jawa Barat
LOC08307,Blitar,Kepulauan Bangka Belitung,JAWA TENGAH
LOC08308,Tomohon,Maluku Utara,Jawa Barat
LOC08309,Parepare,Sulawesi Utara,JAWA TENGAH
LOC08310,Bitung,Sulawesi Utara,jabodetabek
LOC08311,Bogor,Nusa Tenggara Barat,JAWA TENGAH
LOC08312,Banda Aceh,Jawa Barat,Jawa Barat
LOC08313,Tanjungpinang,Jawa Tengah,jabodetabek
LOC08314,Pariaman,Jambi,Jawa Barat
